Label,Tweet,length,Case_folded,Tokenized,Stemmed,No_Slang,No_Stop,Ready,prediction
0,  rizky billar ternyata sempat layangkan talak ke lesti kejora sebelum kasus kdmencuat kakak talak kamu lesti rizkybillar kdpamungkas,133,rizky billar ternyata sempat layangkan talak ke lesti kejora sebelum kasus kdmencuat kakak talak kamu lesti rizkybillar kdpamungkas,"['rizky', 'billar', 'ternyata', 'sempat', 'layangkan', 'talak', 'ke', 'lesti', 'kejora', 'sebelum', 'kasus', 'kdmencuat', 'kakak', 'talak', 'kamu', 'lesti', 'rizkybillar', 'kdpamungkas']","['rizky', 'billar', 'nyata', 'sempat', 'layang', 'talak', 'ke', 'lesti', 'kejora', 'belum', 'kasus', 'kdmencuat', 'kakak', 'talak', 'kamu', 'lesti', 'rizkybillar', 'kdpamungkas']","['rizky', 'billar', 'nyata', 'sempat', 'layang', 'talak', 'ke', 'lesti', 'kejora', 'belum', 'kasus', 'kdmencuat', 'kakak', 'talak', 'kamu', 'lesti', 'rizkybillar', 'kdpamungkas']","['rizky', 'billar', 'nyata', 'layang', 'talak', 'lesti', 'kejora', 'kdmencuat', 'kakak', 'talak', 'lesti', 'rizkybillar', 'kdpamungkas']",rizky billar nyata layang talak lesti kejora kdmencuat kakak talak lesti rizkybillar kdpamungkas,Non_HS
0,  adek erfil manurung kuasa hukum rizky billar mengatakan bahwa rizky billar sudah memberikan talak pada lesti kejora portalyogya kdlestikejora rizkybillar,155,adek erfil manurung kuasa hukum rizky billar mengatakan bahwa rizky billar sudah memberikan talak pada lesti kejora portalyogya kdlestikejora rizkybillar,"['adek', 'erfil', 'manurung', 'kuasa', 'hukum', 'rizky', 'billar', 'mengatakan', 'bahwa', 'rizky', 'billar', 'sudah', 'memberikan', 'talak', 'pada', 'lesti', 'kejora', 'portalyogya', 'kdlestikejora', 'rizkybillar']","['adek', 'erfil', 'manurung', 'kuasa', 'hukum', 'rizky', 'billar', 'kata', 'bahwa', 'rizky', 'billar', 'sudah', 'beri', 'talak', 'pada', 'lesti', 'kejora', 'portalyogya', 'kdlestikejora', 'rizkybillar']","['adek', 'erfil', 'manurung', 'kuasa', 'hukum', 'rizky', 'billar', 'kata', 'bahwa', 'rizky', 'billar', 'sudah', 'beri', 'talak', 'pada', 'lesti', 'kejora', 'portalyogya', 'kdlestikejora', 'rizkybillar']","['adek', 'erfil', 'manurung', 'kuasa', 'hukum', 'rizky', 'billar', 'rizky', 'billar', 'talak', 'lesti', 'kejora', 'portalyogya', 'kdlestikejora', 'rizkybillar']",adek erfil manurung kuasa hukum rizky billar rizky billar talak lesti kejora portalyogya kdlestikejora rizkybillar,Non_HS
0,  bongkar kekayaan rizky billar pengusaha ini angkat bicara usai lesti kejora laporan kd rizkybillar lestikejora kdkekayaan,123,bongkar kekayaan rizky billar pengusaha ini angkat bicara usai lesti kejora laporan kd rizkybillar lestikejora kdkekayaan,"['bongkar', 'kekayaan', 'rizky', 'billar', 'pengusaha', 'ini', 'angkat', 'bicara', 'usai', 'lesti', 'kejora', 'laporan', 'kd', 'rizkybillar', 'lestikejora', 'kdkekayaan']","['bongkar', 'kaya', 'rizky', 'billar', 'usaha', 'ini', 'angkat', 'bicara', 'usai', 'lesti', 'kejora', 'lapor', 'kd', 'rizkybillar', 'lestikejora', 'kdkekayaan']","['bongkar', 'kaya', 'rizky', 'billar', 'usaha', 'ini', 'angkat', 'bicara', 'usai', 'lesti', 'kejora', 'lapor', 'kd', 'rizkybillar', 'lestikejora', 'kdkekayaan']","['bongkar', 'kaya', 'rizky', 'billar', 'usaha', 'angkat', 'bicara', 'lesti', 'kejora', 'lapor', 'kd', 'rizkybillar', 'lestikejora', 'kdkekayaan']",bongkar kaya rizky billar usaha angkat bicara lesti kejora lapor kd rizkybillar lestikejora kdkekayaan,Non_HS
0,  status rizky billar di kasus dugaan kekerasan dalam rumah tangga kdrt terhadap istrinya lesti kejora masih saksi meskipun kasus sudah masuk tahap penyidikan rizkybillar kdlestikejora,184,status rizky billar di kasus dugaan kekerasan dalam rumah tangga kdrt terhadap istrinya lesti kejora masih saksi meskipun kasus sudah masuk tahap penyidikan rizkybillar kdlestikejora,"['status', 'rizky', 'billar', 'di', 'kasus', 'dugaan', 'kekerasan', 'dalam', 'rumah', 'tangga', 'kdrt', 'terhadap', 'istrinya', 'lesti', 'kejora', 'masih', 'saksi', 'meskipun', 'kasus', 'sudah', 'masuk', 'tahap', 'penyidikan', 'rizkybillar', 'kdlestikejora']","['status', 'rizky', 'billar', 'di', 'kasus', 'duga', 'keras', 'dalam', 'rumah', 'tangga', 'kdrt', 'hadap', 'istri', 'lesti', 'kejora', 'masih', 'saksi', 'meski', 'kasus', 'sudah', 'masuk', 'tahap', 'sidi', 'rizkybillar', 'kdlestikejora']","['status', 'rizky', 'billar', 'di', 'kasus', 'duga', 'keras', 'dalam', 'rumah', 'tangga', 'kdrt', 'hadap', 'istri', 'lesti', 'kejora', 'masih', 'saksi', 'meski', 'kasus', 'sudah', 'masuk', 'tahap', 'sidi', 'rizkybillar', 'kdlestikejora']","['status', 'rizky', 'billar', 'duga', 'keras', 'rumah', 'tangga', 'kdrt', 'hadap', 'istri', 'lesti', 'kejora', 'saksi', 'masuk', 'tahap', 'sidi', 'rizkybillar', 'kdlestikejora']",status rizky billar duga keras rumah tangga kdrt hadap istri lesti kejora saksi masuk tahap sidi rizkybillar kdlestikejora,Non_HS
0,  betul grin squint face grin squint face grin squint face grin squint face grin squint face tulis pake capslock baru terancam belum tersangka seperti yg sudah palingan juga minta maaf dan tp tempo hari podkes terkenal negri ini sahabat polisi tidak ingin damai baimwong kdpaulabaim,282,betul grin squint face grin squint face grin squint face grin squint face grin squint face tulis pake capslock baru terancam belum tersangka seperti yg sudah palingan juga minta maaf dan tp tempo hari podkes terkenal negri ini sahabat polisi tidak ingin damai baimwong kdpaulabaim,"['betul', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'tulis', 'pake', 'capslock', 'baru', 'terancam', 'belum', 'tersangka', 'seperti', 'yg', 'sudah', 'palingan', 'juga', 'minta', 'maaf', 'dan', 'tp', 'tempo', 'hari', 'podkes', 'terkenal', 'negri', 'ini', 'sahabat', 'polisi', 'tidak', 'ingin', 'damai', 'baimwong', 'kdpaulabaim']","['betul', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'tulis', 'pake', 'capslock', 'baru', 'ancam', 'belum', 'sangka', 'seperti', 'yg', 'sudah', 'paling', 'juga', 'minta', 'maaf', 'dan', 'tp', 'tempo', 'hari', 'podkes', 'kenal', 'negri', 'ini', 'sahabat', 'polisi', 'tidak', 'ingin', 'damai', 'baimwong', 'kdpaulabaim']","['betul', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'tulis', 'pake', 'capslock', 'baru', 'ancam', 'belum', 'sangka', 'seperti', 'yg', 'sudah', 'paling', 'juga', 'minta', 'maaf', 'dan', 'tp', 'tempo', 'hari', 'podkes', 'kenal', 'negri', 'ini', 'sahabat', 'polisi', 'tidak', 'ingin', 'damai', 'baimwong', 'kdpaulabaim']","['grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'grin', 'squint', 'face', 'tulis', 'pake', 'capslock', 'ancam', 'sangka', 'yg', 'maaf', 'tp', 'tempo', 'podkes', 'kenal', 'negri', 'sahabat', 'polisi', 'damai', 'baimwong', 'kdpaulabaim']",grin squint face grin squint face grin squint face grin squint face grin squint face tulis pake capslock ancam sangka yg maaf tp tempo podkes kenal negri sahabat polisi damai baimwong kdpaulabaim,Non_HS
0,  terciptanya keluarga samawa haruslah berlandaskan syara bukan yang lie islamselamatkankeluarga saatnyahijrahtotal kdrt,120,terciptanya keluarga samawa haruslah berlandaskan syara bukan yang lie islamselamatkankeluarga saatnyahijrahtotal kdrt,"['terciptanya', 'keluarga', 'samawa', 'haruslah', 'berlandaskan', 'syara', 'bukan', 'yang', 'lie', 'islamselamatkankeluarga', 'saatnyahijrahtotal', 'kdrt']","['cipta', 'keluarga', 'samawa', 'harus', 'landas', 'syara', 'bukan', 'yang', 'lie', 'islamselamatkankeluarga', 'saatnyahijrahtotal', 'kdrt']","['cipta', 'keluarga', 'samawa', 'harus', 'landas', 'syara', 'bukan', 'yang', 'lie', 'islamselamatkankeluarga', 'saatnyahijrahtotal', 'kdrt']","['cipta', 'keluarga', 'samawa', 'landas', 'syara', 'lie', 'islamselamatkankeluarga', 'saatnyahijrahtotal', 'kdrt']",cipta keluarga samawa landas syara lie islamselamatkankeluarga saatnyahijrahtotal kdrt,Non_HS
0,  kronologi lesti kejora pergoki rizky billar di hotel bersama selingkuhannya hingga berujung kd lestikejora rizkybillar kdselingkuh,132,kronologi lesti kejora pergoki rizky billar di hotel bersama selingkuhannya hingga berujung kd lestikejora rizkybillar kdselingkuh,"['kronologi', 'lesti', 'kejora', 'pergoki', 'rizky', 'billar', 'di', 'hotel', 'bersama', 'selingkuhannya', 'hingga', 'berujung', 'kd', 'lestikejora', 'rizkybillar', 'kdselingkuh']","['kronologi', 'lesti', 'kejora', 'pergok', 'rizky', 'billar', 'di', 'hotel', 'sama', 'selingkuh', 'hingga', 'ujung', 'kd', 'lestikejora', 'rizkybillar', 'kdselingkuh']","['kronologi', 'lesti', 'kejora', 'pergok', 'rizky', 'billar', 'di', 'hotel', 'sama', 'selingkuh', 'hingga', 'ujung', 'kd', 'lestikejora', 'rizkybillar', 'kdselingkuh']","['kronologi', 'lesti', 'kejora', 'pergok', 'rizky', 'billar', 'hotel', 'selingkuh', 'ujung', 'kd', 'lestikejora', 'rizkybillar', 'kdselingkuh']",kronologi lesti kejora pergok rizky billar hotel selingkuh ujung kd lestikejora rizkybillar kdselingkuh,Non_HS
0,  pengacara rizky billar mengungkapkan bahwa lesti kejora dan rizky sudah berdamau namun ada pihak yang mendramatisir kasus kdrt portalyogya kdlestikejora rizkybillar,166,pengacara rizky billar mengungkapkan bahwa lesti kejora dan rizky sudah berdamau namun ada pihak yang mendramatisir kasus kdrt portalyogya kdlestikejora rizkybillar,"['pengacara', 'rizky', 'billar', 'mengungkapkan', 'bahwa', 'lesti', 'kejora', 'dan', 'rizky', 'sudah', 'berdamau', 'namun', 'ada', 'pihak', 'yang', 'mendramatisir', 'kasus', 'kdrt', 'portalyogya', 'kdlestikejora', 'rizkybillar']","['acara', 'rizky', 'billar', 'ungkap', 'bahwa', 'lesti', 'kejora', 'dan', 'rizky', 'sudah', 'berdamau', 'namun', 'ada', 'pihak', 'yang', 'mendramatisir', 'kasus', 'kdrt', 'portalyogya', 'kdlestikejora', 'rizkybillar']","['acara', 'rizky', 'billar', 'ungkap', 'bahwa', 'lesti', 'kejora', 'dan', 'rizky', 'sudah', 'berdamau', 'namun', 'ada', 'pihak', 'yang', 'mendramatisir', 'kasus', 'kdrt', 'portalyogya', 'kdlestikejora', 'rizkybillar']","['acara', 'rizky', 'billar', 'lesti', 'kejora', 'rizky', 'berdamau', 'mendramatisir', 'kdrt', 'portalyogya', 'kdlestikejora', 'rizkybillar']",acara rizky billar lesti kejora rizky berdamau mendramatisir kdrt portalyogya kdlestikejora rizkybillar,Non_HS
0,  isa zega mengaku pernah diberi uang jajan oleh rizky billar sebelum kasus kddan perselingkuhan lesti kejora dan rizky billar mencuat portalyogya kdlestikejora rizkybillar,172,isa zega mengaku pernah diberi uang jajan oleh rizky billar sebelum kasus kddan perselingkuhan lesti kejora dan rizky billar mencuat portalyogya kdlestikejora rizkybillar,"['isa', 'zega', 'mengaku', 'pernah', 'diberi', 'uang', 'jajan', 'oleh', 'rizky', 'billar', 'sebelum', 'kasus', 'kddan', 'perselingkuhan', 'lesti', 'kejora', 'dan', 'rizky', 'billar', 'mencuat', 'portalyogya', 'kdlestikejora', 'rizkybillar']","['isa', 'zega', 'aku', 'pernah', 'beri', 'uang', 'jajan', 'oleh', 'rizky', 'billar', 'belum', 'kasus', 'kddan', 'selingkuh', 'lesti', 'kejora', 'dan', 'rizky', 'billar', 'cuat', 'portalyogya', 'kdlestikejora', 'rizkybillar']","['isa', 'zega', 'aku', 'pernah', 'beri', 'uang', 'jajan', 'oleh', 'rizky', 'billar', 'belum', 'kasus', 'kddan', 'selingkuh', 'lesti', 'kejora', 'dan', 'rizky', 'billar', 'cuat', 'portalyogya', 'kdlestikejora', 'rizkybillar']","['isa', 'zega', 'uang', 'jajan', 'rizky', 'billar', 'kddan', 'selingkuh', 'lesti', 'kejora', 'rizky', 'billar', 'cuat', 'portalyogya', 'kdlestikejora', 'rizkybillar']",isa zega uang jajan rizky billar kddan selingkuh lesti kejora rizky billar cuat portalyogya kdlestikejora rizkybillar,Non_HS
0,  keluarga rizky billar pihak yang menginginkan cerai itu setan lestikejora kdrt rizkybillar penyanyi,101,keluarga rizky billar pihak yang menginginkan cerai itu setan lestikejora kdrt rizkybillar penyanyi,"['keluarga', 'rizky', 'billar', 'pihak', 'yang', 'menginginkan', 'cerai', 'itu', 'setan', 'lestikejora', 'kdrt', 'rizkybillar', 'penyanyi']","['keluarga', 'rizky', 'billar', 'pihak', 'yang', 'ingin', 'cerai', 'itu', 'setan', 'lestikejora', 'kdrt', 'rizkybillar', 'nyanyi']","['keluarga', 'rizky', 'billar', 'pihak', 'yang', 'ingin', 'cerai', 'itu', 'setan', 'lestikejora', 'kdrt', 'rizkybillar', 'nyanyi']","['keluarga', 'rizky', 'billar', 'cerai', 'setan', 'lestikejora', 'kdrt', 'rizkybillar', 'nyanyi']",keluarga rizky billar cerai setan lestikejora kdrt rizkybillar nyanyi,Non_HS
0,  terjawab kronologi kdversi rizky billar kuasa hukum bongkar kliennya sudah talak lesti kejora kdlestikejora rizkybillar kuasahukum kronologi lewat ribunkaltim,160,terjawab kronologi kdversi rizky billar kuasa hukum bongkar kliennya sudah talak lesti kejora kdlestikejora rizkybillar kuasahukum kronologi lewat ribunkaltim,"['terjawab', 'kronologi', 'kdversi', 'rizky', 'billar', 'kuasa', 'hukum', 'bongkar', 'kliennya', 'sudah', 'talak', 'lesti', 'kejora', 'kdlestikejora', 'rizkybillar', 'kuasahukum', 'kronologi', 'lewat', 'ribunkaltim']","['jawab', 'kronologi', 'kdversi', 'rizky', 'billar', 'kuasa', 'hukum', 'bongkar', 'klien', 'sudah', 'talak', 'lesti', 'kejora', 'kdlestikejora', 'rizkybillar', 'kuasahukum', 'kronologi', 'lewat', 'ribunkaltim']","['jawab', 'kronologi', 'kdversi', 'rizky', 'billar', 'kuasa', 'hukum', 'bongkar', 'klien', 'sudah', 'talak', 'lesti', 'kejora', 'kdlestikejora', 'rizkybillar', 'kuasahukum', 'kronologi', 'lewat', 'ribunkaltim']","['kronologi', 'kdversi', 'rizky', 'billar', 'kuasa', 'hukum', 'bongkar', 'klien', 'talak', 'lesti', 'kejora', 'kdlestikejora', 'rizkybillar', 'kuasahukum', 'kronologi', 'ribunkaltim']",kronologi kdversi rizky billar kuasa hukum bongkar klien talak lesti kejora kdlestikejora rizkybillar kuasahukum kronologi ribunkaltim,Non_HS
0,  jurus baru pengacara rizky billar talak satu hingga urusan ranjang lestikejora kdrt rizkybillar penyanyi,106,jurus baru pengacara rizky billar talak satu hingga urusan ranjang lestikejora kdrt rizkybillar penyanyi,"['jurus', 'baru', 'pengacara', 'rizky', 'billar', 'talak', 'satu', 'hingga', 'urusan', 'ranjang', 'lestikejora', 'kdrt', 'rizkybillar', 'penyanyi']","['jurus', 'baru', 'acara', 'rizky', 'billar', 'talak', 'satu', 'hingga', 'urus', 'ranjang', 'lestikejora', 'kdrt', 'rizkybillar', 'nyanyi']","['jurus', 'baru', 'acara', 'rizky', 'billar', 'talak', 'satu', 'hingga', 'urus', 'ranjang', 'lestikejora', 'kdrt', 'rizkybillar', 'nyanyi']","['jurus', 'acara', 'rizky', 'billar', 'talak', 'urus', 'ranjang', 'lestikejora', 'kdrt', 'rizkybillar', 'nyanyi']",jurus acara rizky billar talak urus ranjang lestikejora kdrt rizkybillar nyanyi,Non_HS
0,  tak merasa lakukan kdrt rizky billar kecewa dipolisikan lesti lestikejora kdrt rizkybillar penyanyi,101,tak merasa lakukan kdrt rizky billar kecewa dipolisikan lesti lestikejora kdrt rizkybillar penyanyi,"['tak', 'merasa', 'lakukan', 'kdrt', 'rizky', 'billar', 'kecewa', 'dipolisikan', 'lesti', 'lestikejora', 'kdrt', 'rizkybillar', 'penyanyi']","['tidak', 'rasa', 'laku', 'kdrt', 'rizky', 'billar', 'kecewa', 'polisi', 'lesti', 'lestikejora', 'kdrt', 'rizkybillar', 'nyanyi']","['tidak', 'rasa', 'laku', 'kdrt', 'rizky', 'billar', 'kecewa', 'polisi', 'lesti', 'lestikejora', 'kdrt', 'rizkybillar', 'nyanyi']","['laku', 'kdrt', 'rizky', 'billar', 'kecewa', 'polisi', 'lesti', 'lestikejora', 'kdrt', 'rizkybillar', 'nyanyi']",laku kdrt rizky billar kecewa polisi lesti lestikejora kdrt rizkybillar nyanyi,Non_HS
0,  terkait kasus dugaan kdyang dialami oleh lesti kejora pihak tim penyidik kepolisian mengamankan cctv di kediaman lesti kejora dan rizky billar rdy inews cctv kdlestikejora rizkybillar,185,terkait kasus dugaan kdyang dialami oleh lesti kejora pihak tim penyidik kepolisian mengamankan cctv di kediaman lesti kejora dan rizky billar rdy inews cctv kdlestikejora rizkybillar,"['terkait', 'kasus', 'dugaan', 'kdyang', 'dialami', 'oleh', 'lesti', 'kejora', 'pihak', 'tim', 'penyidik', 'kepolisian', 'mengamankan', 'cctv', 'di', 'kediaman', 'lesti', 'kejora', 'dan', 'rizky', 'billar', 'rdy', 'inews', 'cctv', 'kdlestikejora', 'rizkybillar']","['kait', 'kasus', 'duga', 'kdyang', 'alami', 'oleh', 'lesti', 'kejora', 'pihak', 'tim', 'sidik', 'polisi', 'aman', 'cctv', 'di', 'diam', 'lesti', 'kejora', 'dan', 'rizky', 'billar', 'rdy', 'inews', 'cctv', 'kdlestikejora', 'rizkybillar']","['kait', 'kasus', 'duga', 'kdyang', 'alami', 'oleh', 'lesti', 'kejora', 'pihak', 'tim', 'sidik', 'polisi', 'aman', 'cctv', 'di', 'diam', 'lesti', 'kejora', 'dan', 'rizky', 'billar', 'rdy', 'inews', 'cctv', 'kdlestikejora', 'rizkybillar']","['kait', 'duga', 'kdyang', 'alami', 'lesti', 'kejora', 'tim', 'sidik', 'polisi', 'aman', 'cctv', 'diam', 'lesti', 'kejora', 'rizky', 'billar', 'rdy', 'inews', 'cctv', 'kdlestikejora', 'rizkybillar']",kait duga kdyang alami lesti kejora tim sidik polisi aman cctv diam lesti kejora rizky billar rdy inews cctv kdlestikejora rizkybillar,Non_HS
0,  status kdlesti naik ke penyidikan polisi kantongi cukup bukti rizky billar segera tersangka kdlesti lestikejora rizkybillar leslar leslarlovers lewat ribunkaltim,163,status kdlesti naik ke penyidikan polisi kantongi cukup bukti rizky billar segera tersangka kdlesti lestikejora rizkybillar leslar leslarlovers lewat ribunkaltim,"['status', 'kdlesti', 'naik', 'ke', 'penyidikan', 'polisi', 'kantongi', 'cukup', 'bukti', 'rizky', 'billar', 'segera', 'tersangka', 'kdlesti', 'lestikejora', 'rizkybillar', 'leslar', 'leslarlovers', 'lewat', 'ribunkaltim']","['status', 'kdlesti', 'naik', 'ke', 'sidi', 'polisi', 'kantong', 'cukup', 'bukti', 'rizky', 'billar', 'segera', 'sangka', 'kdlesti', 'lestikejora', 'rizkybillar', 'leslar', 'leslarlovers', 'lewat', 'ribunkaltim']","['status', 'kdlesti', 'naik', 'ke', 'sidi', 'polisi', 'kantong', 'cukup', 'bukti', 'rizky', 'billar', 'segera', 'sangka', 'kdlesti', 'lestikejora', 'rizkybillar', 'leslar', 'leslarlovers', 'lewat', 'ribunkaltim']","['status', 'kdlesti', 'sidi', 'polisi', 'kantong', 'bukti', 'rizky', 'billar', 'sangka', 'kdlesti', 'lestikejora', 'rizkybillar', 'leslar', 'leslarlovers', 'ribunkaltim']",status kdlesti sidi polisi kantong bukti rizky billar sangka kdlesti lestikejora rizkybillar leslar leslarlovers ribunkaltim,Non_HS
0,  live asek dulu kdarap wendy sambo,35,live asek dulu kdarap wendy sambo,"['live', 'asek', 'dulu', 'kdarap', 'wendy', 'sambo']","['live', 'asek', 'dulu', 'kdarap', 'wendy', 'sambo']","['live', 'asek', 'dulu', 'kdarap', 'wendy', 'sambo']","['live', 'asek', 'kdarap', 'wendy', 'sambo']",live asek kdarap wendy sambo,Non_HS
0,  inalilahi kdlestikejora rizkybillar kata hewan,48,inalilahi kdlestikejora rizkybillar kata hewan,"['inalilahi', 'kdlestikejora', 'rizkybillar', 'kata', 'hewan']","['inalilahi', 'kdlestikejora', 'rizkybillar', 'kata', 'hewan']","['inalilahi', 'kdlestikejora', 'rizkybillar', 'kata', 'hewan']","['inalilahi', 'kdlestikejora', 'rizkybillar', 'hewan']",inalilahi kdlestikejora rizkybillar hewan,Non_HS
0,  adliramadhanil acautas ping baimwong prankvideo kdcc orbuzier affi nagita esta incentrompies bumarlo unamaya rtikabaim aim wong osa osalia ttahalilintar eginu cintakiehlx,172,adliramadhanil acautas ping baimwong prankvideo kdcc orbuzier affi nagita esta incentrompies bumarlo unamaya rtikabaim aim wong osa osalia ttahalilintar eginu cintakiehlx,"['adliramadhanil', 'acautas', 'ping', 'baimwong', 'prankvideo', 'kdcc', 'orbuzier', 'affi', 'nagita', 'esta', 'incentrompies', 'bumarlo', 'unamaya', 'rtikabaim', 'aim', 'wong', 'osa', 'osalia', 'ttahalilintar', 'eginu', 'cintakiehlx']","['adliramadhanil', 'acautas', 'ping', 'baimwong', 'prankvideo', 'kdcc', 'orbuzier', 'affi', 'nagita', 'esta', 'incentrompies', 'bumarlo', 'unamaya', 'rtikabaim', 'aim', 'wong', 'osa', 'osalia', 'ttahalilintar', 'eginu', 'cintakiehlx']","['adliramadhanil', 'acautas', 'ping', 'baimwong', 'prankvideo', 'kdcc', 'orbuzier', 'affi', 'nagita', 'esta', 'incentrompies', 'bumarlo', 'unamaya', 'rtikabaim', 'aim', 'wong', 'osa', 'osalia', 'ttahalilintar', 'eginu', 'cintakiehlx']","['adliramadhanil', 'acautas', 'ping', 'baimwong', 'prankvideo', 'kdcc', 'orbuzier', 'affi', 'nagita', 'esta', 'incentrompies', 'bumarlo', 'unamaya', 'rtikabaim', 'aim', 'osa', 'osalia', 'ttahalilintar', 'eginu', 'cintakiehlx']",adliramadhanil acautas ping baimwong prankvideo kdcc orbuzier affi nagita esta incentrompies bumarlo unamaya rtikabaim aim osa osalia ttahalilintar eginu cintakiehlx,Non_HS
0,  tiara marleen sebut lesti kejora laporkan suaminya ke polisi karena rizky billar sudah keterlaluan lestikejora lesti lestibillar leslar rizkybillar kd,152,tiara marleen sebut lesti kejora laporkan suaminya ke polisi karena rizky billar sudah keterlaluan lestikejora lesti lestibillar leslar rizkybillar kd,"['tiara', 'marleen', 'sebut', 'lesti', 'kejora', 'laporkan', 'suaminya', 'ke', 'polisi', 'karena', 'rizky', 'billar', 'sudah', 'keterlaluan', 'lestikejora', 'lesti', 'lestibillar', 'leslar', 'rizkybillar', 'kd']","['tiara', 'marleen', 'sebut', 'lesti', 'kejora', 'lapor', 'suami', 'ke', 'polisi', 'karena', 'rizky', 'billar', 'sudah', 'terlalu', 'lestikejora', 'lesti', 'lestibillar', 'leslar', 'rizkybillar', 'kd']","['tiara', 'marleen', 'sebut', 'lesti', 'kejora', 'lapor', 'suami', 'ke', 'polisi', 'karena', 'rizky', 'billar', 'sudah', 'terlalu', 'lestikejora', 'lesti', 'lestibillar', 'leslar', 'rizkybillar', 'kd']","['tiara', 'marleen', 'lesti', 'kejora', 'lapor', 'suami', 'polisi', 'rizky', 'billar', 'lestikejora', 'lesti', 'lestibillar', 'leslar', 'rizkybillar', 'kd']",tiara marleen lesti kejora lapor suami polisi rizky billar lestikejora lesti lestibillar leslar rizkybillar kd,Non_HS
0,  tenangkan diri dari tindak kdrt lesti kejora dikabarkan pergi umroh lestikejora lesti lestibillar leslar rizkybillar kdumroh,126,tenangkan diri dari tindak kdrt lesti kejora dikabarkan pergi umroh lestikejora lesti lestibillar leslar rizkybillar kdumroh,"['tenangkan', 'diri', 'dari', 'tindak', 'kdrt', 'lesti', 'kejora', 'dikabarkan', 'pergi', 'umroh', 'lestikejora', 'lesti', 'lestibillar', 'leslar', 'rizkybillar', 'kdumroh']","['tenang', 'diri', 'dari', 'tindak', 'kdrt', 'lesti', 'kejora', 'kabar', 'pergi', 'umroh', 'lestikejora', 'lesti', 'lestibillar', 'leslar', 'rizkybillar', 'kdumroh']","['tenang', 'diri', 'dari', 'tindak', 'kdrt', 'lesti', 'kejora', 'kabar', 'pergi', 'umroh', 'lestikejora', 'lesti', 'lestibillar', 'leslar', 'rizkybillar', 'kdumroh']","['tenang', 'tindak', 'kdrt', 'lesti', 'kejora', 'kabar', 'pergi', 'umroh', 'lestikejora', 'lesti', 'lestibillar', 'leslar', 'rizkybillar', 'kdumroh']",tenang tindak kdrt lesti kejora kabar pergi umroh lestikejora lesti lestibillar leslar rizkybillar kdumroh,Non_HS
0,  rizky bilar sedalam apapun kamu jatuh tetaplah bangkit n berdiri n liatlah siapa yg menertawakan dan siapa yg mengulurkan tangan bantumu berdiri lestibillar rizkibillar lestikejora lesti bilar leslar kdrt,206,rizky bilar sedalam apapun kamu jatuh tetaplah bangkit n berdiri n liatlah siapa yg menertawakan dan siapa yg mengulurkan tangan bantumu berdiri lestibillar rizkibillar lestikejora lesti bilar leslar kdrt,"['rizky', 'bilar', 'sedalam', 'apapun', 'kamu', 'jatuh', 'tetaplah', 'bangkit', 'n', 'berdiri', 'n', 'liatlah', 'siapa', 'yg', 'menertawakan', 'dan', 'siapa', 'yg', 'mengulurkan', 'tangan', 'bantumu', 'berdiri', 'lestibillar', 'rizkibillar', 'lestikejora', 'lesti', 'bilar', 'leslar', 'kdrt']","['rizky', 'bilar', 'dalam', 'apa', 'kamu', 'jatuh', 'tetap', 'bangkit', 'n', 'diri', 'n', 'liat', 'siapa', 'yg', 'tertawa', 'dan', 'siapa', 'yg', 'ulur', 'tangan', 'bantu', 'diri', 'lestibillar', 'rizkibillar', 'lestikejora', 'lesti', 'bilar', 'leslar', 'kdrt']","['rizky', 'bilar', 'dalam', 'apa', 'kamu', 'jatuh', 'tetap', 'bangkit', 'n', 'diri', 'n', 'liat', 'siapa', 'yg', 'tertawa', 'dan', 'siapa', 'yg', 'ulur', 'tangan', 'bantu', 'diri', 'lestibillar', 'rizkibillar', 'lestikejora', 'lesti', 'bilar', 'leslar', 'kdrt']","['rizky', 'bilar', 'jatuh', 'bangkit', 'n', 'n', 'liat', 'yg', 'tertawa', 'yg', 'ulur', 'tangan', 'bantu', 'lestibillar', 'rizkibillar', 'lestikejora', 'lesti', 'bilar', 'leslar', 'kdrt']",rizky bilar jatuh bangkit n n liat yg tertawa yg ulur tangan bantu lestibillar rizkibillar lestikejora lesti bilar leslar kdrt,Non_HS
